Datetime,Close,High,Low,Open,Volume
2025-12-01 17:20:00+00:00,428.1734008789063,428.2000122070313,427.3299865722656,427.56451416015625,294903
2025-12-01 17:25:00+00:00,429.1465148925781,429.2000122070313,428.05999755859375,428.1900024414063,392240
2025-12-01 17:30:00+00:00,429.4400939941406,429.4700012207031,428.7900085449219,429.1300048828125,378143
2025-12-01 17:35:00+00:00,429.7634887695313,430.3999938964844,429.3900146484375,429.4299926757813,635132
2025-12-01 17:40:00+00:00,430.6593017578125,430.6799926757813,429.69281005859375,429.7000122070313,450422
2025-12-01 17:45:00+00:00,430.3775024414063,431.1099853515625,430.3699951171875,430.6300048828125,511834
2025-12-01 17:50:00+00:00,429.25,430.3800048828125,429.1700134277344,430.3794860839844,493005
2025-12-01 17:55:00+00:00,429.2900085449219,429.4200134277344,428.8900146484375,429.2799987792969,359557
2025-12-01 18:00:00+00:00,429.9500122070313,430.1199951171875,429.1400146484375,429.2889099121094,395226
2025-12-01 18:05:00+00:00,429.8200073242188,430.0299987792969,429.4500122070313,429.9299926757813,273640
2025-12-01 18:10:00+00:00,429.9549865722656,430.3299865722656,429.5,429.7461853027344,254409
2025-12-01 18:15:00+00:00,429.1467895507813,429.9992065429688,429.0499877929688,429.9299926757813,311785
2025-12-01 18:20:00+00:00,429.2095031738281,429.2489929199219,428.9100036621094,429.1600036621094,223567
2025-12-01 18:25:00+00:00,429.2799987792969,429.5325012207031,429.16009521484375,429.2200012207031,227950
2025-12-01 18:30:00+00:00,429.1400146484375,429.3800048828125,429.08599853515625,429.3150024414063,153207
2025-12-01 18:35:00+00:00,428.7999877929688,429.2699890136719,428.7300109863281,429.1199951171875,198088
2025-12-01 18:40:00+00:00,428.260009765625,428.8200073242188,428.05999755859375,428.8200073242188,356269
2025-12-01 18:45:00+00:00,427.864990234375,428.5400085449219,427.760009765625,428.260009765625,8209942
2025-12-01 18:50:00+00:00,427.8599853515625,428.1799926757813,427.75,427.864990234375,0
2025-12-01 18:55:00+00:00,428.4505004882813,428.8099060058594,427.7701110839844,427.8599853515625,395802
2025-12-01 19:00:00+00:00,427.7749938964844,428.6177062988281,427.739990234375,428.489990234375,427874
2025-12-01 19:05:00+00:00,427.3299865722656,427.7699890136719,427.1099853515625,427.75,399193
2025-12-01 19:10:00+00:00,427.760009765625,427.8200073242188,427.010009765625,427.3399963378906,367757
2025-12-01 19:15:00+00:00,427.760009765625,427.7998962402344,427.2200012207031,427.7334899902344,295697
2025-12-01 19:20:00+00:00,427.6900024414063,427.9700012207031,427.2999877929688,427.7449951171875,363036
2025-12-01 19:25:00+00:00,427.8482055664063,428.25,427.3999938964844,427.6830139160156,327598
2025-12-01 19:30:00+00:00,427.2398986816406,427.7799987792969,426.4700012207031,427.7799987792969,507152
2025-12-01 19:35:00+00:00,427.3599853515625,427.6600036621094,426.80999755859375,427.25,415498
2025-12-01 19:40:00+00:00,426.7000122070313,427.3999938964844,426.5499877929688,427.3999938964844,276607
2025-12-01 19:45:00+00:00,426.6299133300781,427.0899963378906,426.4949951171875,426.6925048828125,295447
2025-12-01 19:50:00+00:00,426.8500061035156,427.1900024414063,426.3200073242188,426.6700134277344,332187
2025-12-01 19:55:00+00:00,426.5122985839844,426.9444885253906,426.4500122070313,426.8200073242188,264561
2025-12-01 20:00:00+00:00,427.0404968261719,427.1000061035156,426.3399963378906,426.5199890136719,315218
2025-12-01 20:05:00+00:00,427.2999877929688,427.5899963378906,426.9299926757813,427.0201110839844,379140
2025-12-01 20:10:00+00:00,427.9939880371094,428.1000061035156,427.239990234375,427.2799987792969,411756
2025-12-01 20:15:00+00:00,427.7799987792969,428.0,427.5,427.9939880371094,279238
2025-12-01 20:20:00+00:00,428.3599853515625,428.6000061035156,427.7000122070313,427.7860107421875,452510
2025-12-01 20:25:00+00:00,428.8200073242188,428.8800048828125,428.2300109863281,428.3699951171875,364873
2025-12-01 20:30:00+00:00,428.9700012207031,429.3900146484375,428.5400085449219,428.8399963378906,562380
2025-12-01 20:35:00+00:00,429.6300048828125,429.7000122070313,428.943115234375,428.9736022949219,491143
2025-12-01 20:40:00+00:00,429.2943115234375,429.7200012207031,428.9500122070313,429.6400146484375,465750
2025-12-01 20:45:00+00:00,429.3609924316406,429.55999755859375,428.6700134277344,429.2999877929688,450356
2025-12-01 20:50:00+00:00,429.6199951171875,429.7200012207031,428.947998046875,429.3699951171875,550787
2025-12-01 20:55:00+00:00,430.2998962402344,430.2998962402344,429.3100891113281,429.6199951171875,1172232
2025-12-02 14:30:00+00:00,430.2778015136719,432.4898986816406,428.8500061035156,430.9599914550781,2515028
2025-12-02 14:35:00+00:00,432.0,433.5,429.4599914550781,430.2300109863281,1480342
2025-12-02 14:40:00+00:00,429.93011474609375,432.75,429.8200073242188,431.9779052734375,1108361
2025-12-02 14:45:00+00:00,429.6780090332031,430.7300109863281,428.7300109863281,430.0,1000379
2025-12-02 14:50:00+00:00,428.0779113769531,430.5899963378906,427.739990234375,429.7000122070313,1104397
2025-12-02 14:55:00+00:00,428.9584045410156,429.2900085449219,427.7699890136719,428.0899963378906,863642
2025-12-02 15:00:00+00:00,431.3399963378906,431.5199890136719,428.8999938964844,428.9500122070313,1086045
2025-12-02 15:05:00+00:00,435.3699951171875,435.5,431.2699890136719,431.3399963378906,1715006
2025-12-02 15:10:00+00:00,434.625,436.7999877929688,434.2200012207031,435.3800048828125,1982001
2025-12-02 15:15:00+00:00,433.1700134277344,434.7999877929688,432.6000061035156,434.6199951171875,1152860
2025-12-02 15:20:00+00:00,433.6000061035156,433.8078918457031,432.0400085449219,433.1549987792969,981602
2025-12-02 15:25:00+00:00,429.80999755859375,433.8699951171875,429.2300109863281,433.5979919433594,1419628
2025-12-02 15:30:00+00:00,429.716796875,430.5317077636719,429.1499938964844,429.864990234375,951130
2025-12-02 15:35:00+00:00,429.9500122070313,430.4700012207031,429.1300048828125,429.739990234375,835520
2025-12-02 15:40:00+00:00,430.5199890136719,431.6000061035156,429.8299865722656,429.9500122070313,843617
2025-12-02 15:45:00+00:00,430.8322143554688,430.9700012207031,430.0700988769531,430.5299987792969,526991
2025-12-02 15:50:00+00:00,430.9500122070313,431.9700012207031,430.7300109863281,430.8800048828125,731869
2025-12-02 15:55:00+00:00,429.7799072265625,431.1000061035156,429.5499877929688,430.9699096679688,566518
2025-12-02 16:00:00+00:00,428.80999755859375,429.7799987792969,428.5899963378906,429.760009765625,804085
2025-12-02 16:05:00+00:00,426.8900146484375,428.9700012207031,426.6600036621094,428.8294982910156,1109702
2025-12-02 16:10:00+00:00,425.7999877929688,427.4400024414063,425.4599914550781,426.8800048828125,1007763
2025-12-02 16:15:00+00:00,426.3421020507813,426.7000122070313,425.5499877929688,425.7000122070313,830576
2025-12-02 16:20:00+00:00,423.30999755859375,426.3800048828125,423.1300048828125,426.3349914550781,1316106
2025-12-02 16:25:00+00:00,424.1997985839844,424.3299865722656,423.0899963378906,423.2999877929688,856712
2025-12-02 16:30:00+00:00,422.9500122070313,424.6900024414063,422.1199951171875,424.1499938964844,978390
2025-12-02 16:35:00+00:00,424.364990234375,424.6499938964844,422.7385864257813,422.9172058105469,752800
2025-12-02 16:40:00+00:00,423.6000061035156,425.1099853515625,423.5899963378906,424.3800048828125,728995
2025-12-02 16:45:00+00:00,423.43011474609375,424.4425048828125,423.0,423.5750122070313,606144
2025-12-02 16:50:00+00:00,424.5499877929688,424.7000122070313,423.3828125,423.5299987792969,433119
2025-12-02 16:55:00+00:00,424.2650146484375,425.2000122070313,424.0499877929688,424.5700073242188,516417
2025-12-02 17:00:00+00:00,424.3900146484375,425.1000061035156,424.1300048828125,424.2999877929688,499727
2025-12-02 17:05:00+00:00,423.801513671875,424.7200012207031,423.739990234375,424.3699951171875,371830
2025-12-02 17:10:00+00:00,424.7650146484375,424.9299926757813,423.6300048828125,423.7999877929688,347745
2025-12-02 17:15:00+00:00,425.7749938964844,426.1300048828125,424.7000122070313,424.7799987792969,617833
2025-12-02 17:20:00+00:00,425.1000061035156,426.2099914550781,424.7999877929688,425.739990234375,562595
2025-12-02 17:25:00+00:00,425.51800537109375,425.8799133300781,425.010009765625,425.1011962890625,357358
2025-12-02 17:30:00+00:00,425.2200012207031,425.80999755859375,425.0799865722656,425.5299987792969,311561
2025-12-02 17:35:00+00:00,424.4400024414063,425.3349914550781,424.2701110839844,425.2063903808594,422955
2025-12-02 17:40:00+00:00,424.3250122070313,424.739990234375,424.1499938964844,424.4700012207031,307661
2025-12-02 17:45:00+00:00,424.8299865722656,424.9500122070313,424.2200012207031,424.30999755859375,333497
2025-12-02 17:50:00+00:00,424.4150085449219,425.0400085449219,423.9400024414063,424.8599853515625,371337
2025-12-02 17:55:00+00:00,423.3999938964844,424.5400085449219,423.3900146484375,424.3999938964844,360073
2025-12-02 18:00:00+00:00,423.1401062011719,424.0400085449219,423.1300964355469,423.3599853515625,413719
2025-12-02 18:05:00+00:00,423.9700012207031,424.6539916992188,423.0,423.1330871582031,443824
2025-12-02 18:10:00+00:00,424.3868103027344,424.4200134277344,423.4599914550781,423.9700012207031,323441
2025-12-02 18:15:00+00:00,424.6199951171875,424.7300109863281,424.0199890136719,424.3999938964844,295261
2025-12-02 18:20:00+00:00,425.05999755859375,425.409912109375,424.5,424.6448059082031,350994
2025-12-02 18:25:00+00:00,425.1195068359375,425.2999877929688,424.2999877929688,425.0694885253906,362427
2025-12-02 18:30:00+00:00,424.7799987792969,425.3500061035156,424.4601135253906,425.0,289507
2025-12-02 18:35:00+00:00,424.4601135253906,425.0400085449219,424.0700073242188,424.6950073242188,290084
2025-12-02 18:40:00+00:00,425.2349853515625,425.5499877929688,424.05999755859375,424.4664001464844,341241
2025-12-02 18:45:00+00:00,425.4656066894531,425.7999877929688,424.85009765625,425.2000122070313,399265
2025-12-02 18:50:00+00:00,425.8999938964844,425.9800109863281,424.8900146484375,425.489990234375,352891
2025-12-02 18:55:00+00:00,426.1900024414063,426.2699890136719,425.3800048828125,425.9500122070313,321780
2025-12-02 19:00:00+00:00,427.1535949707031,427.3099060058594,425.8999938964844,426.1600036621094,535851
2025-12-02 19:05:00+00:00,426.7384948730469,427.5700073242188,426.6400146484375,427.1700134277344,472914
2025-12-02 19:10:00+00:00,426.8500061035156,427.1000061035156,426.3800048828125,426.7099914550781,375418
2025-12-02 19:15:00+00:00,426.4906921386719,427.2000122070313,426.43011474609375,426.8200073242188,366787
2025-12-02 19:20:00+00:00,425.7799987792969,426.6000061035156,425.3599853515625,426.4800109863281,471851
2025-12-02 19:25:00+00:00,426.8200073242188,426.989990234375,425.6000061035156,425.7799987792969,397776
2025-12-02 19:30:00+00:00,427.864990234375,428.010009765625,426.75,426.8200073242188,532572
2025-12-02 19:35:00+00:00,427.9500122070313,428.0899963378906,427.5799865722656,427.8255920410156,417257
2025-12-02 19:40:00+00:00,427.6600036621094,428.1300048828125,427.510009765625,427.9649963378906,353433
2025-12-02 19:45:00+00:00,428.5499877929688,428.6700134277344,427.5505981445313,427.6700134277344,467600
2025-12-02 19:50:00+00:00,428.7417907714844,429.30999755859375,428.3699951171875,428.5400085449219,574415
2025-12-02 19:55:00+00:00,429.239990234375,429.3999938964844,428.6600036621094,428.760009765625,411463
2025-12-02 20:00:00+00:00,429.2099914550781,429.4400024414063,428.7099914550781,429.2296142578125,467924
2025-12-02 20:05:00+00:00,430.1550903320313,430.1600036621094,429.1348876953125,429.21868896484375,613987
2025-12-02 20:10:00+00:00,430.8900146484375,431.05999755859375,429.6499938964844,430.1700134277344,700206
2025-12-02 20:15:00+00:00,430.510009765625,430.9700012207031,430.1199951171875,430.9100036621094,574258
2025-12-02 20:20:00+00:00,430.1000061035156,430.739990234375,430.05999755859375,430.5299987792969,442982
2025-12-02 20:25:00+00:00,430.3900146484375,430.4800109863281,430.1000061035156,430.1099853515625,370814
2025-12-02 20:30:00+00:00,429.8699951171875,430.5,429.43011474609375,430.3800048828125,500798
2025-12-02 20:35:00+00:00,429.125,429.8999938964844,429.0299987792969,429.8399963378906,500339
2025-12-02 20:40:00+00:00,429.2449951171875,429.4500122070313,428.9200134277344,429.1278076171875,450395
2025-12-02 20:45:00+00:00,429.6903076171875,429.7099914550781,429.0255126953125,429.260009765625,388812
2025-12-02 20:50:00+00:00,429.1799926757813,430.0,429.0899963378906,429.6900024414063,543137
2025-12-02 20:55:00+00:00,429.010009765625,429.7799987792969,429.010009765625,429.1499938964844,941952
2025-12-03 14:30:00+00:00,435.43499755859375,437.4400024414063,431.1174011230469,431.8450012207031,4529065
2025-12-03 14:35:00+00:00,433.7300109863281,437.15960693359375,433.3587036132813,435.41259765625,1544715
2025-12-03 14:40:00+00:00,436.5498962402344,438.6000061035156,433.6900024414063,433.760009765625,2410285
2025-12-03 14:45:00+00:00,437.0899963378906,438.1900024414063,436.1099853515625,436.5400085449219,1334033
2025-12-03 14:50:00+00:00,438.2161865234375,438.8900146484375,436.5700073242188,437.0799865722656,1553788
2025-12-03 14:55:00+00:00,437.4400024414063,438.75,437.0799865722656,438.2300109863281,1110379
2025-12-03 15:00:00+00:00,441.3999938964844,441.6000061035156,436.9700012207031,437.4400024414063,2186534
2025-12-03 15:05:00+00:00,440.8599853515625,442.05999755859375,440.0700988769531,441.340087890625,1510247
2025-12-03 15:10:00+00:00,438.8900146484375,441.4299926757813,438.6199951171875,440.8599853515625,1310632
2025-12-03 15:15:00+00:00,440.7300109863281,441.1499938964844,438.4700012207031,438.9599914550781,1151849
2025-12-03 15:20:00+00:00,442.2832946777344,442.2999877929688,439.8399963378906,440.6799926757813,1179643
2025-12-03 15:25:00+00:00,441.2699890136719,442.6099853515625,440.25,442.3200073242188,942388
2025-12-03 15:30:00+00:00,443.0653076171875,443.2200012207031,440.6499938964844,441.260009765625,1169379
2025-12-03 15:35:00+00:00,443.4599914550781,444.0299987792969,442.6600036621094,443.0750122070313,1113124
2025-12-03 15:40:00+00:00,444.2099914550781,444.3800048828125,443.43450927734375,443.5,919973
2025-12-03 15:45:00+00:00,442.6600036621094,444.2000122070313,442.590087890625,444.2000122070313,804992
2025-12-03 15:50:00+00:00,441.3999938964844,443.4784851074219,441.3399963378906,442.6300048828125,752585
2025-12-03 15:55:00+00:00,440.6401062011719,442.0,440.3399963378906,441.3900146484375,1004088
2025-12-03 16:00:00+00:00,441.25,441.7900085449219,440.2699890136719,440.6449890136719,894929
2025-12-03 16:05:00+00:00,439.489990234375,441.260009765625,439.3999938964844,441.2250061035156,719684
2025-12-03 16:10:00+00:00,439.4473876953125,440.0400085449219,438.7699890136719,439.4700012207031,867356
2025-12-03 16:15:00+00:00,439.80999755859375,439.8689880371094,438.4800109863281,439.4599914550781,727861
2025-12-03 16:20:00+00:00,438.55999755859375,439.8299865722656,437.75,439.8299865722656,841951
2025-12-03 16:25:00+00:00,439.50201416015625,439.5086059570313,438.3324890136719,438.5899963378906,537713
2025-12-03 16:30:00+00:00,440.7449951171875,441.0899963378906,439.1900024414063,439.510009765625,904176
2025-12-03 16:35:00+00:00,441.0950012207031,441.7799987792969,440.2799987792969,440.7449951171875,632892
2025-12-03 16:40:00+00:00,442.1499938964844,442.30999755859375,441.0989990234375,441.1300048828125,621815
2025-12-03 16:45:00+00:00,440.5,442.2799987792969,440.4200134277344,442.1700134277344,666775
2025-12-03 16:50:00+00:00,440.9200134277344,441.7999877929688,439.7300109863281,440.54290771484375,783147
2025-12-03 16:55:00+00:00,440.1900024414063,440.9107055664063,439.510009765625,440.8550109863281,617060
2025-12-03 17:00:00+00:00,440.7200012207031,440.8200073242188,439.6499938964844,440.1994934082031,479634
2025-12-03 17:05:00+00:00,439.760009765625,440.8599853515625,439.4200134277344,440.7650146484375,408476
2025-12-03 17:10:00+00:00,440.37799072265625,440.6900024414063,439.5799865722656,439.739990234375,397173
2025-12-03 17:15:00+00:00,440.8699951171875,441.0,440.3399963378906,440.3900146484375,401112
2025-12-03 17:20:00+00:00,441.1950988769531,441.3999938964844,440.7699890136719,440.8599853515625,436234
2025-12-03 17:25:00+00:00,441.2999877929688,441.5599060058594,440.9700012207031,441.22601318359375,322898
2025-12-03 17:30:00+00:00,441.5199890136719,441.75,441.0,441.2799987792969,318697
2025-12-03 17:35:00+00:00,441.8900146484375,441.9800109863281,441.2699890136719,441.5199890136719,318896
2025-12-03 17:40:00+00:00,441.6199951171875,442.1199951171875,441.5499877929688,441.89349365234375,375445
2025-12-03 17:45:00+00:00,441.989990234375,442.1799926757813,441.31781005859375,441.5899963378906,359309
2025-12-03 17:50:00+00:00,441.8190002441406,442.05999755859375,441.3169860839844,441.9800109863281,315567
2025-12-03 17:55:00+00:00,441.2149963378906,441.839599609375,440.9700012207031,441.80999755859375,340033
2025-12-03 18:00:00+00:00,441.9700012207031,442.3699951171875,441.010009765625,441.25,443977
2025-12-03 18:05:00+00:00,441.7445983886719,442.1499938964844,441.3399963378906,441.9800109863281,316421
2025-12-03 18:10:00+00:00,441.7701110839844,442.1600036621094,441.6099853515625,441.7110900878906,267488
2025-12-03 18:15:00+00:00,441.4778137207031,442.05999755859375,441.3599853515625,441.7900085449219,260114
2025-12-03 18:20:00+00:00,441.7799987792969,441.9400024414063,441.2799987792969,441.4649963378906,275771
2025-12-03 18:25:00+00:00,443.2799987792969,443.3049926757813,441.760009765625,441.806396484375,592616
2025-12-03 18:30:00+00:00,443.1553039550781,443.3399963378906,442.7200012207031,443.2999877929688,468284
2025-12-03 18:35:00+00:00,443.1600036621094,443.2098083496094,442.6099853515625,443.1499938964844,346643
2025-12-03 18:40:00+00:00,443.82470703125,443.9898986816406,442.9400024414063,443.1850891113281,517686
2025-12-03 18:45:00+00:00,445.010009765625,445.1499938964844,443.7300109863281,443.8150024414063,1034949
2025-12-03 18:50:00+00:00,446.9549865722656,447.5,444.9400024414063,445.0299987792969,1435389
2025-12-03 18:55:00+00:00,446.4249877929688,447.0,446.260009765625,446.9500122070313,863923
2025-12-03 19:00:00+00:00,446.2919921875,447.25,446.010009765625,446.4200134277344,740345
2025-12-03 19:05:00+00:00,446.75,447.0499877929688,446.0199890136719,446.30999755859375,530160
2025-12-03 19:10:00+00:00,447.4518127441406,447.6700134277344,446.4549865722656,446.7300109863281,637988
2025-12-03 19:15:00+00:00,447.2253112792969,447.6759948730469,447.0299987792969,447.4599914550781,567250
2025-12-03 19:20:00+00:00,447.6799926757813,447.9142150878906,447.05999755859375,447.2300109863281,629337
2025-12-03 19:25:00+00:00,446.9700012207031,447.8299865722656,446.8800048828125,447.6799926757813,486169
2025-12-03 19:30:00+00:00,446.05999755859375,447.0199890136719,445.6600036621094,446.9700012207031,802711
2025-12-03 19:35:00+00:00,446.1531982421875,446.4898986816406,445.7699890136719,446.0450134277344,527382
2025-12-03 19:40:00+00:00,446.0,446.3970031738281,445.8599853515625,446.1600036621094,463162
2025-12-03 19:45:00+00:00,445.7999877929688,446.0700073242188,445.5199890136719,445.9700012207031,402269
2025-12-03 19:50:00+00:00,445.8864135742188,446.25,445.6199951171875,445.8200073242188,431186
2025-12-03 19:55:00+00:00,445.4200134277344,446.1299133300781,445.0299987792969,445.8999938964844,475633
2025-12-03 20:00:00+00:00,446.3299865722656,446.9500122070313,445.4599914550781,445.4800109863281,771005
2025-12-03 20:05:00+00:00,446.4153137207031,446.6799926757813,445.9599914550781,446.3349914550781,464282
2025-12-03 20:10:00+00:00,447.5504150390625,447.7699890136719,446.29400634765625,446.4100036621094,698809
2025-12-03 20:15:00+00:00,446.80999755859375,447.6000061035156,446.75,447.5700073242188,510402
2025-12-03 20:20:00+00:00,446.78900146484375,447.010009765625,446.30999755859375,446.8375854492188,449000
2025-12-03 20:25:00+00:00,446.2999877929688,446.8800048828125,446.1499938964844,446.7699890136719,416073
2025-12-03 20:30:00+00:00,446.8399963378906,447.1799926757813,446.2000122070313,446.2900085449219,610208
2025-12-03 20:35:00+00:00,446.7300109863281,447.2699890136719,446.68499755859375,446.8301086425781,424016
2025-12-03 20:40:00+00:00,446.3099060058594,447.0899963378906,446.1900024414063,446.7300109863281,475876
2025-12-03 20:45:00+00:00,446.8299865722656,447.1400146484375,446.0799865722656,446.2900085449219,591005
2025-12-03 20:50:00+00:00,446.739990234375,447.2699890136719,446.2300109863281,446.80999755859375,814369
2025-12-03 20:55:00+00:00,446.8800048828125,447.2699890136719,445.2799987792969,446.7200012207031,1550665
2025-12-04 14:30:00+00:00,446.1000061035156,450.8800048828125,445.8500061035156,449.6000061035156,4532504
2025-12-04 14:35:00+00:00,449.9119873046875,451.489990234375,445.9299926757813,446.1400146484375,2124050
2025-12-04 14:40:00+00:00,452.0199890136719,452.5400085449219,449.7000122070313,449.8699951171875,1943522
2025-12-04 14:45:00+00:00,453.385009765625,454.0799865722656,451.8800048828125,451.9800109863281,1758957
2025-12-04 14:50:00+00:00,453.0799865722656,454.625,452.3999938964844,453.3500061035156,1481281
2025-12-04 14:55:00+00:00,450.9507141113281,454.3599853515625,450.5899963378906,453.0625,1404370
2025-12-04 15:00:00+00:00,451.8655090332031,452.2999877929688,450.68060302734375,450.9693908691406,940454
2025-12-04 15:05:00+00:00,450.2900085449219,452.739990234375,449.1499938964844,451.8599853515625,1261559
2025-12-04 15:10:00+00:00,449.6199951171875,450.6400146484375,449.2099914550781,450.260009765625,833017
2025-12-04 15:15:00+00:00,449.1700134277344,450.0700073242188,448.6499938964844,449.6199951171875,856683
2025-12-04 15:20:00+00:00,447.4100036621094,449.9500122070313,447.0899963378906,449.0499877929688,1006840
2025-12-04 15:25:00+00:00,448.510009765625,449.0899963378906,445.3900146484375,447.3800048828125,1539106
2025-12-04 15:30:00+00:00,450.5650024414063,450.5899963378906,447.8760070800781,448.5299987792969,999066
2025-12-04 15:35:00+00:00,450.8599853515625,451.7099914550781,450.1199951171875,450.5499877929688,900496
2025-12-04 15:40:00+00:00,450.2699890136719,451.4299926757813,449.6205139160156,450.8594970703125,754323
2025-12-04 15:45:00+00:00,448.7708129882813,450.455810546875,448.25,450.2999877929688,662917
2025-12-04 15:50:00+00:00,449.2200012207031,449.260009765625,447.9400024414063,448.7460021972656,622617
2025-12-04 15:55:00+00:00,448.3450012207031,449.5299987792969,448.2799987792969,449.2349853515625,519708
2025-12-04 16:00:00+00:00,447.3786010742188,448.9296875,447.2999877929688,448.3550109863281,603041
2025-12-04 16:05:00+00:00,448.8349914550781,449.05999755859375,446.80999755859375,447.4068908691406,689795
2025-12-04 16:10:00+00:00,447.9045104980469,449.0799865722656,447.5700988769531,448.8599853515625,631222
2025-12-04 16:15:00+00:00,448.2298889160156,448.510009765625,447.30999755859375,447.8999938964844,442128
2025-12-04 16:20:00+00:00,449.1300048828125,449.4299926757813,447.8900146484375,448.1950073242188,545809
2025-12-04 16:25:00+00:00,448.6300048828125,449.4200134277344,448.4200134277344,449.135009765625,409615
2025-12-04 16:30:00+00:00,449.3900146484375,449.8200073242188,448.4303894042969,448.5400085449219,517476
2025-12-04 16:35:00+00:00,449.260009765625,449.7799987792969,448.5,449.3999938964844,514455
2025-12-04 16:40:00+00:00,448.5321960449219,450.2999877929688,448.30999755859375,449.2699890136719,625504
2025-12-04 16:45:00+00:00,449.62640380859375,449.760009765625,448.5400085449219,448.5447082519531,437124
2025-12-04 16:50:00+00:00,448.82080078125,449.80999755859375,448.80999755859375,449.6799926757813,372715
2025-12-04 16:55:00+00:00,449.7200012207031,449.8299865722656,448.6170043945313,448.7999877929688,338724
2025-12-04 17:00:00+00:00,450.2300109863281,450.7999877929688,449.5,449.7200012207031,550544
2025-12-04 17:05:00+00:00,449.7000122070313,450.3699951171875,449.2999877929688,450.2300109863281,433365
2025-12-04 17:10:00+00:00,450.1409912109375,450.1499938964844,449.1400146484375,449.6900024414063,370118
2025-12-04 17:15:00+00:00,450.4498901367188,450.5398864746094,449.5899963378906,450.1400146484375,308026
2025-12-04 17:20:00+00:00,449.9299926757813,450.7900085449219,449.75,450.4200134277344,403484
2025-12-04 17:25:00+00:00,449.80999755859375,450.3877868652344,449.783203125,449.93499755859375,299249
2025-12-04 17:30:00+00:00,449.2200012207031,449.8760070800781,448.8370056152344,449.8299865722656,426692
2025-12-04 17:35:00+00:00,449.1799926757813,449.75,449.1449890136719,449.2427062988281,310270
2025-12-04 17:40:00+00:00,449.3900146484375,449.4498901367188,448.6000061035156,449.2300109863281,354343
